customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,state
QD34785,Arizona,female,Bachelor,567805.02%,0.0,76.0,1/0/00,Personal Auto,Four-Door Car,364.8,
RO26085,California,female,Bachelor,1210120.88%,0.0,112.0,1/0/00,Personal Auto,Sports Car,1252.406235,
ES57969,Oregon,M,Bachelor,245357.08%,29735.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2,
JK55587,California,M,High School or Below,507566.27%,23082.0,65.0,1/0/00,Special Auto,Four-Door Car,312.0,
RN97635,Arizona,M,Bachelor,321497.94%,53984.0,80.0,1/0/00,Corporate Auto,Four-Door Car,421.484456,
BI76326,California,female,College,1227534.31%,52135.0,156.0,1/0/00,Personal Auto,SUV,430.505942,
JA34909,California,female,College,272221.07%,17576.0,71.0,1/0/00,Corporate Auto,Four-Door Car,398.502948,
OJ90342,Oregon,female,Bachelor,245744.09%,29486.0,62.0,1/0/00,Personal Auto,Four-Door Car,7.646763,
CM88932,Oregon,female,Master,355484.53%,58557.0,88.0,1/0/00,Corporate Auto,Four-Door Car,55.510526,
JJ97525,California,M,Bachelor,492954.97%,25632.0,63.0,1/0/00,Personal Auto,Two-Door Car,351.270869,
XV21647,California,female,High School or Below,803645.03%,0.0,112.0,1/0/00,Personal Auto,Sports Car,806.4,
MC83487,Arizona,M,Bachelor,427691.53%,18768.0,68.0,1/3/00,Corporate Auto,Four-Door Car,647.454583,
BL90769,California,female,Bachelor,3347334.95%,33190.0,106.0,1/0/00,Personal Auto,SUV,508.8,
CR57148,Oregon,female,Master,596058.14%,47945.0,74.0,1/0/00,Personal Auto,Two-Door Car,128.43823,
CP85232,Arizona,M,College,4479546.94%,58778.0,126.0,1/0/00,Special Auto,SUV,302.033971,
YL74732,California,female,High School or Below,383211.81%,15192.0,100.0,1/0/00,Personal Auto,SUV,480.0,
FG16766,California,female,Bachelor,683793.26%,51859.0,171.0,1/0/00,Personal Auto,SUV,1003.160633,
NV55438,Nevada,female,High School or Below,528526.82%,23422.0,72.0,1/0/00,Personal Auto,Two-Door Car,518.4,
RM10880,California,female,College,309651.12%,21604.0,79.0,1/0/00,Corporate Auto,Four-Door Car,379.2,
GL56175,Arizona,M,College,358971.07%,79298.0,90.0,1/0/00,Personal Auto,Four-Door Car,244.362072,
UK52289,Arizona,female,Bachelor,258240.85%,76731.0,64.0,1/0/00,Special Auto,Four-Door Car,201.455005,
OT85112,Washington,M,College,340391.94%,38460.0,88.0,1/1/00,Personal Auto,Four-Door Car,91.55098,
BC62782,Arizona,F,College,1357567.60%,48534.0,115.0,1/1/00,Personal Auto,SUV,552.0,
TI19722,Washington,M,Doctor,343613.43%,30817.0,88.0,1/0/00,Corporate Auto,Four-Door Car,91.834668,
JP30654,Oregon,F,College,2868582.79%,48412.0,104.0,1/0/00,Personal Auto,SUV,707.430832,
UM45563,Washington,M,Bachelor,450267.97%,68798.0,114.0,1/0/00,Personal Auto,SUV,92.915251,
EN60878,Oregon,M,Bachelor,618311.15%,23712.0,85.0,1/0/00,Personal Auto,Four-Door Car,376.126419,
JF36291,California,M,College,387364.70%,28142.0,105.0,1/0/00,Personal Auto,Sports Car,701.708239,
BK59444,California,F,Master,1892933.06%,72196.0,68.0,1/0/00,Personal Auto,Four-Door Car,152.184244,
MK70700,California,M,Master,555329.58%,68197.0,69.0,1/0/00,Personal Auto,Four-Door Car,176.819414,
IW71076,California,M,Bachelor,501125.92%,75248.0,63.0,1/0/00,Corporate Auto,Four-Door Car,104.454624,
AP98768,California,F,College,1044244.63%,0.0,98.0,1/0/00,Personal Auto,Four-Door Car,941.718054,
OM24164,Nevada,M,Bachelor,219961.78%,0.0,65.0,1/1/00,Personal Auto,Two-Door Car,468.0,
HR85211,Washington,female,Master,512317.09%,89879.0,63.0,1/0/00,Personal Auto,Two-Door Car,94.030308,
VC87846,Oregon,M,High School or Below,748431.05%,46998.0,96.0,1/0/00,Corporate Auto,Four-Door Car,460.8,
ZM92052,Oregon,M,Bachelor,261302.31%,57099.0,67.0,1/0/00,Personal Auto,Two-Door Car,67.859881,
ON73702,Arizona,F,Bachelor,908063.97%,33897.0,114.0,1/0/00,Corporate Auto,SUV,539.843003,
QQ90441,Nevada,F,High School or Below,1377097.62%,59207.0,116.0,1/0/00,Personal Auto,Four-Door Car,556.8,
HU35721,Oregon,M,High School or Below,287682.29%,40171.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4,
YP47665,Washington,M,Doctor,540891.15%,80192.0,67.0,1/0/00,Personal Auto,Four-Door Car,95.193157,
FU99476,Washington,M,High School or Below,677030.68%,74422.0,85.0,1/1/00,Personal Auto,Four-Door Car,95.338505,
AG85615,Oregon,M,College,2414387.56%,0.0,87.0,1/0/00,Special Auto,Four-Door Car,626.4,
OY74069,Arizona,F,College,353805.95%,0.0,67.0,1/5/00,Personal Auto,Four-Door Car,321.6,
DJ91267,Nevada,F,Bachelor,2909123.94%,34226.0,244.0,1/0/00,Personal Auto,Luxury SUV,494.395024,
KB72438,California,F,High School or Below,1983420.12%,65989.0,123.0,1/1/00,Personal Auto,SUV,115.545086,
TR67616,Oregon,M,High School or Below,473136.70%,30686.0,61.0,1/0/00,Corporate Auto,Four-Door Car,19.938981,
GF65731,California,F,Master,3553784.60%,0.0,113.0,1/0/00,Personal Auto,Sports Car,799.926741,
HB67642,Arizona,F,High School or Below,3461137.90%,20090.0,109.0,1/0/00,Personal Auto,Sports Car,523.2,
DP84567,California,M,High School or Below,2021630.88%,0.0,183.0,1/0/00,Personal Auto,Luxury SUV,878.4,
VV77534,Oregon,M,College,1397651.93%,77094.0,176.0,1/0/00,Personal Auto,SUV,444.470676,
GL67540,California,F,College,590408.82%,97413.0,73.0,1/0/00,Personal Auto,Four-Door Car,268.819985,
SV50502,Oregon,F,Master,559583.50%,79189.0,69.0,1/0/00,Corporate Auto,Four-Door Car,331.2,
UK59698,California,F,High School or Below,229430.36%,0.0,62.0,1/0/00,Personal Auto,Two-Door Car,297.6,
OA57352,Arizona,F,College,627391.19%,18577.0,86.0,1/0/00,Personal Auto,Four-Door Car,412.8,
ZF84449,Oregon,F,College,372672.80%,0.0,112.0,1/1/00,Special Auto,Sports Car,806.4,
AX86150,Washington,M,High School or Below,265671.31%,62777.0,67.0,1/0/00,Personal Auto,Two-Door Car,101.288069,
HG39060,Oregon,Male,Bachelor,511068.08%,0.0,74.0,1/0/00,Corporate Auto,Four-Door Car,532.8,
EM29359,Nevada,Male,College,712659.65%,17483.0,183.0,1/0/00,Personal Auto,Luxury Car,1317.6,
SF57173,Oregon,Male,Master,460163.41%,84394.0,114.0,1/0/00,Personal Auto,SUV,691.412378,
OT47603,Oregon,Male,College,915523.97%,0.0,127.0,1/0/00,Personal Auto,Sports Car,804.811859,
SW31412,Oregon,F,College,1480805.62%,41440.0,62.0,1/1/00,Personal Auto,Four-Door Car,297.6,
JS36322,Arizona,Male,High School or Below,890167.84%,0.0,136.0,1/1/00,Personal Auto,Sports Car,1090.86434,
RE81445,Oregon,F,College,573459.82%,98132.0,71.0,1/0/00,Personal Auto,Two-Door Car,50.587035,
RM24280,Oregon,F,High School or Below,417769.70%,0.0,112.0,1/0/00,Personal Auto,Four-Door Car,537.6,
LC25393,California,Male,Bachelor,2777628.91%,88220.0,230.0,1/0/00,Personal Auto,Luxury Car,151.528482,
UX38930,Arizona,F,Master,1036434.75%,58327.0,129.0,1/0/00,Personal Auto,SUV,347.075948,
HD95496,Oregon,Male,Master,785190.14%,25950.0,66.0,1/0/00,Personal Auto,Two-Door Car,271.697529,
RX24650,Oregon,Male,High School or Below,477294.38%,20993.0,133.0,1/0/00,Corporate Auto,SUV,638.4,
DW19309,Oregon,Male,High School or Below,1422650.49%,65726.0,177.0,1/0/00,Corporate Auto,SUV,849.6,
MT41386,Washington,M,Bachelors,287543.24%,84768.0,72.0,1/0/00,Personal Auto,Two-Door Car,110.484661,
WZ40465,Washington,F,Bachelor,504129.96%,36234.0,63.0,1/0/00,Personal Auto,Four-Door Car,113.534474,
DB42794,California,Male,College,436293.12%,58842.0,110.0,1/0/00,Personal Auto,Four-Door Car,528.0,
JB50798,Oregon,F,Master,962452.44%,25629.0,124.0,1/2/00,Corporate Auto,Sports Car,595.2,
IP69763,Washington,F,College,2191440.55%,77311.0,181.0,1/0/00,Personal Auto,SUV,113.609508,
TE35785,California,Male,Doctor,694842.22%,0.0,196.0,1/2/00,Personal Auto,Luxury SUV,1337.063487,
HX74855,Washington,M,High School or Below,247152.84%,95697.0,61.0,1/0/00,Personal Auto,Two-Door Car,114.273025,
QN65180,Oregon,F,Bachelor,2190391.36%,22254.0,79.0,1/0/00,Personal Auto,Four-Door Car,125.194389,
GE47180,Nevada,Male,High School or Below,902882.14%,65974.0,113.0,1/0/00,Personal Auto,Sports Car,235.220971,
VQ38776,Oregon,F,College,530375.95%,0.0,76.0,1/0/00,Personal Auto,Four-Door Car,395.34111,
BH86846,Washington,M,High School or Below,2070825.88%,92079.0,65.0,1/1/00,Corporate Auto,Four-Door Car,114.798771,
IN17648,Nevada,Male,High School or Below,512376.81%,0.0,74.0,1/0/00,Personal Auto,Two-Door Car,772.798511,
DF95759,Oregon,Male,College,949234.30%,0.0,132.0,1/0/00,Personal Auto,SUV,633.6,
QG45324,Oregon,F,High School or Below,820486.32%,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4,
MN61620,Arizona,F,College,987729.57%,67752.0,131.0,1/4/00,Personal Auto,Sports Car,168.517149,
YH86390,California,F,Bachelor,481500.97%,25398.0,64.0,1/0/00,Corporate Auto,Four-Door Car,307.2,
FY13480,California,Male,High School or Below,627701.17%,0.0,88.0,1/0/00,Personal Auto,Four-Door Car,633.6,
YH61661,California,M,High School or Below,826063.98%,33321.0,105.0,1/0/00,Special Auto,SUV,504.0,
NL93182,Nevada,M,Bachelor,254945.00%,0.0,78.0,1/0/00,Corporate Auto,Four-Door Car,845.654042,
WE68644,Oregon,F,Bachelor,380392.18%,20325.0,100.0,1/0/00,Personal Auto,Sports Car,668.29397,
EZ30498,Oregon,M,Bachelor,863540.35%,13129.0,117.0,1/0/00,Personal Auto,SUV,700.901632,
QY74517,Oregon,F,High School or Below,551055.90%,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,525.6,
NM88660,Nevada,M,Master,358588.41%,49080.0,91.0,1/0/00,Corporate Auto,Four-Door Car,25.299,
MZ82036,Nevada,M,College,488925.28%,42536.0,63.0,1/0/00,Personal Auto,Four-Door Car,375.330097,
ID20929,Oregon,M,Bachelor,275694.17%,29926.0,74.0,1/0/00,Corporate Auto,Four-Door Car,418.233667,
EY50028,Nevada,M,Doctor,328954.74%,0.0,86.0,1/0/00,Corporate Auto,Two-Door Car,398.240791,
TT82373,California,F,Bachelor,1093717.85%,21450.0,138.0,1/0/00,Personal Auto,Sports Car,938.513425,
OH64088,California,M,High School or Below,737556.79%,33345.0,65.0,1/0/00,Corporate Auto,Four-Door Car,338.619869,
SK97780,California,F,Bachelor,1011077.82%,15752.0,90.0,1/0/00,Corporate Auto,Two-Door Car,339.344531,
IO33050,Oregon,F,High School or Below,511941.43%,40169.0,65.0,1/1/00,Personal Auto,Four-Door Car,302.818833,
XA55917,California,F,College,853383.20%,26049.0,113.0,1/1/00,Personal Auto,SUV,619.165344,
JK32620,Nevada,M,College,222476.80%,0.0,68.0,1/0/00,Personal Auto,Four-Door Car,326.4,
RQ19236,Arizona,M,Doctor,804280.38%,55411.0,100.0,1/0/00,Personal Auto,Sports Car,259.561195,
QC47433,Oregon,M,College,255443.71%,12459.0,70.0,1/0/00,Personal Auto,Four-Door Car,336.0,
RA93608,Oregon,M,Bachelor,1807394.00%,64620.0,76.0,1/1/00,Personal Auto,Two-Door Car,364.8,
XH97711,California,M,Bachelor,243050.66%,83140.0,61.0,1/0/00,Corporate Auto,Four-Door Car,179.161843,
AU96286,Oregon,F,Bachelor,316765.84%,0.0,92.0,1/0/00,Corporate Auto,Four-Door Car,662.4,
KC17170,Arizona,F,Bachelor,546560.40%,54422.0,68.0,1/0/00,Corporate Auto,Four-Door Car,75.501852,
ZN47335,California,M,College,1035751.42%,68309.0,131.0,1/0/00,Corporate Auto,SUV,306.983596,
EI46264,California,M,High School or Below,253781.39%,56621.0,65.0,1/2/00,Personal Auto,Four-Door Car,84.026848,
EK87864,Arizona,F,College,282194.72%,38977.0,70.0,1/0/00,Special Auto,Four-Door Car,139.489926,
GV45403,AZ,M,Bachelor,775712.81%,0.0,111.0,1/0/00,Corporate Auto,Two-Door Car,607.4459,
QK31192,AZ,M,High School or Below,407913.27%,0.0,114.0,1/0/00,Corporate Auto,Two-Door Car,631.124372,
LU89008,AZ,F,College,595554.46%,0.0,83.0,1/0/00,Personal Auto,Four-Door Car,628.023494,
NS10490,Oregon,F,Bachelor,1415861.36%,83235.0,70.0,1/0/00,Personal Auto,Two-Door Car,336.0,
KL98495,Nevada,M,College,848723.80%,0.0,74.0,1/0/00,Personal Auto,Two-Door Car,426.655599,
IU96845,AZ,M,College,628547.69%,32390.0,80.0,1/0/00,Personal Auto,Four-Door Car,91.417923,
QL93655,Oregon,F,High School or Below,1147348.15%,66538.0,95.0,1/0/00,Personal Auto,Two-Door Car,317.844812,
PF40592,Washington,F,College,494263.06%,23285.0,65.0,1/0/00,Personal Auto,Two-Door Car,118.446235,
LZ34046,Oregon,M,Bachelor,2359468.02%,76358.0,66.0,1/0/00,Personal Auto,Four-Door Car,86.461582,
JC80093,Washington,M,Master,257250.66%,21104.0,66.0,1/0/00,Personal Auto,Four-Door Car,118.454974,
YE88490,AZ,F,College,538089.86%,55350.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6,
YC80498,California,F,College,477055.09%,12964.0,65.0,1/0/00,Personal Auto,Two-Door Car,362.774545,
AI85843,AZ,F,Master,675665.14%,33288.0,86.0,1/2/00,Personal Auto,Four-Door Car,221.856184,
XD66024,AZ,F,College,593601.18%,0.0,84.0,1/0/00,Personal Auto,Four-Door Car,980.169081,
FY51713,AZ,F,Bachelor,357076.05%,56168.0,88.0,1/0/00,Personal Auto,Four-Door Car,614.675906,
PH26378,California,M,College,601996.05%,0.0,92.0,1/0/00,Personal Auto,Four-Door Car,662.4,
WQ18638,Oregon,M,High School or Below,542686.40%,23105.0,69.0,1/0/00,Personal Auto,Two-Door Car,331.2,
KY14688,Oregon,F,Master,273031.38%,36218.0,68.0,1/0/00,Personal Auto,Four-Door Car,145.252168,
TC97762,California,F,High School or Below,498268.14%,52275.0,62.0,1/0/00,Corporate Auto,Four-Door Car,374.240783,
QC87108,Oregon,F,College,876926.68%,49665.0,74.0,1/0/00,Personal Auto,Four-Door Car,355.2,
CX12134,Nevada,M,High School or Below,422061.35%,32471.0,110.0,1/0/00,Personal Auto,Two-Door Car,528.0,
SM73248,AZ,M,High School or Below,1153750.51%,0.0,86.0,1/1/00,Corporate Auto,Two-Door Car,619.2,
CK19789,California,F,Master,588718.20%,62773.0,73.0,1/0/00,Personal Auto,Four-Door Car,80.669257,
UV12583,California,F,College,470058.38%,76694.0,117.0,1/0/00,Personal Auto,SUV,561.6,
JC11405,Oregon,M,High School or Below,1096395.72%,55687.0,276.0,1/0/00,Personal Auto,Luxury SUV,1324.8,
KA89683,AZ,F,High School or Below,252317.12%,0.0,70.0,1/0/00,Personal Auto,Four-Door Car,504.0,
BG85305,Nevada,M,Doctor,375780.47%,36633.0,96.0,1/1/00,Personal Auto,Four-Door Car,460.8,
UQ87917,Oregon,M,High School or Below,1294173.35%,77060.0,106.0,1/0/00,Personal Auto,SUV,468.566133,
XN11823,Nevada,F,Bachelor,376446.51%,92600.0,94.0,1/0/00,Corporate Auto,Two-Door Car,842.43785,
OS46571,California,M,High School or Below,688955.70%,0.0,66.0,1/0/00,Personal Auto,Four-Door Car,475.2,
PX17116,Nevada,M,College,362345.42%,0.0,111.0,1/2/00,Corporate Auto,SUV,1171.93117,
RP19541,AZ,M,College,758211.38%,64801.0,64.0,1/0/00,Personal Auto,Four-Door Car,268.471802,
ZR25747,Oregon,F,College,827774.56%,45257.0,103.0,1/0/00,Corporate Auto,Two-Door Car,494.4,
NQ86532,California,M,High School or Below,257645.56%,26854.0,66.0,1/0/00,Personal Auto,Four-Door Car,475.2,
JY27336,Oregon,F,College,820538.79%,85840.0,102.0,1/2/00,Corporate Auto,SUV,138.722385,
PB54378,Oregon,F,Doctor,1958246.89%,26463.0,72.0,1/0/00,Corporate Auto,Four-Door Car,345.6,
SV38190,Nevada,F,Bachelor,648152.66%,30689.0,81.0,1/0/00,Personal Auto,Four-Door Car,467.24802,
CV24005,Oregon,M,High School or Below,259931.09%,29590.0,66.0,1/0/00,Corporate Auto,Two-Door Car,467.503236,
EX28656,Oregon,F,College,983033.76%,25965.0,253.0,1/0/00,Personal Auto,Luxury SUV,1214.4,
CF57022,Oregon,M,Bachelor,1044265.14%,17269.0,139.0,1/0/00,Personal Auto,SUV,667.2,
GM16780,Oregon,M,College,3605753.70%,90330.0,137.0,1/3/00,Corporate Auto,Sports Car,192.085299,
BX94438,California,F,High School or Below,847003.68%,0.0,113.0,1/0/00,Corporate Auto,SUV,619.973889,
RM41745,California,F,High School or Below,827878.65%,0.0,110.0,1/0/00,Personal Auto,Four-Door Car,1002.782553,
XR70252,California,F,High School or Below,478893.26%,0.0,67.0,1/1/00,Personal Auto,Two-Door Car,321.6,
YH92099,AZ,F,Bachelor,308799.99%,18558.0,80.0,1/0/00,Special Auto,Four-Door Car,384.0,
SG81493,Arizona,M,Bachelor,444373.62%,46384.0,113.0,1/0/00,Corporate Auto,Four-Door Car,251.774574,
ZX23819,Oregon,F,High School or Below,798408.65%,0.0,72.0,1/0/00,Personal Auto,Two-Door Car,866.208321,
FJ54907,Oregon,F,College,718097.10%,42303.0,180.0,1/0/00,Personal Auto,Luxury SUV,1210.920949,
CU26127,California,F,Bachelor,1565603.43%,71731.0,130.0,1/0/00,Corporate Auto,SUV,599.648466,
YH60476,Oregon,M,High School or Below,578018.22%,51066.0,74.0,1/0/00,Corporate Auto,Four-Door Car,787.993313,
ZZ97035,California,M,College,2071494.04%,0.0,203.0,1/0/00,Corporate Auto,Luxury Car,2027.724442,
GE82737,Nevada,F,Bachelor,533735.24%,0.0,86.0,1/3/00,Personal Auto,Four-Door Car,619.2,
KY21873,Arizona,M,College,505082.62%,0.0,69.0,1/0/00,Personal Auto,Two-Door Car,72.852047,
UA51318,Arizona,F,High School or Below,511662.40%,26173.0,68.0,1/1/00,Corporate Auto,Four-Door Car,449.819671,
BV55014,Oregon,M,Bachelor,726873.70%,24445.0,63.0,1/0/00,Personal Auto,Two-Door Car,302.4,
HX21307,Oregon,Male,College,261661.39%,72302.0,66.0,1/0/00,Personal Auto,Two-Door Car,316.8,
LQ68252,Oregon,Male,High School or Below,373843.62%,27208.0,102.0,1/0/00,Personal Auto,SUV,489.6,
CR92802,California,F,Master,272535.64%,36650.0,69.0,1/1/00,Special Auto,Four-Door Car,56.60333,
SL35268,Arizona,Male,College,545386.12%,30855.0,68.0,1/0/00,Corporate Auto,Four-Door Car,259.060862,
RD62882,Arizona,F,Bachelor,684615.03%,0.0,95.0,1/0/00,Personal Auto,Two-Door Car,456.0,
JS42382,Oregon,Male,Master,617291.42%,99960.0,76.0,1/0/00,Corporate Auto,Four-Door Car,364.8,
BT30554,Arizona,F,Bachelor,1034632.45%,0.0,98.0,1/0/00,Personal Auto,Four-Door Car,470.4,
VP57424,Nevada,F,Bachelor,699700.86%,55873.0,88.0,1/0/00,Personal Auto,Four-Door Car,299.356083,
VU19243,Arizona,F,High School or Below,419625.77%,18052.0,111.0,1/0/00,Personal Auto,Four-Door Car,699.1679,
TA82973,Oregon,F,High School or Below,785810.98%,28937.0,104.0,1/2/00,Personal Auto,SUV,117.959654,
GK71720,Oregon,F,High School or Below,606434.40%,0.0,86.0,1/0/00,Personal Auto,Four-Door Car,545.240341,
OQ61223,California,Male,College,1749752.20%,0.0,73.0,1/0/00,Personal Auto,Two-Door Car,350.4,
LL62746,Oregon,Male,Doctor,897064.73%,12829.0,118.0,1/0/00,Personal Auto,SUV,328.231432,
JQ56711,Oregon,F,Master,592311.72%,92163.0,73.0,1/0/00,Personal Auto,Two-Door Car,66.568642,
AW77988,Oregon,Male,High School or Below,3585059.94%,17588.0,192.0,1/0/00,Personal Auto,Luxury Car,1382.4,
QP84605,Washington,F,Bachelor,870984.53%,41546.0,111.0,1/0/00,Corporate Auto,Four-Door Car,121.306839,
MY97912,Arizona,Male,College,1330933.52%,0.0,127.0,1/0/00,Personal Auto,SUV,609.6,
IB87349,California,M,High School or Below,452850.49%,70340.0,113.0,1/0/00,Special Auto,Four-Door Car,542.4,
AW73065,Oregon,F,High School or Below,279190.65%,0.0,74.0,1/0/00,Personal Auto,Four-Door Car,532.8,
BW80872,Washington,M,High School or Below,443441.12%,34549.0,111.0,1/0/00,Personal Auto,Four-Door Car,125.933005,
PX70175,Arizona,M,College,799600.75%,93459.0,99.0,1/0/00,Personal Auto,Four-Door Car,655.41333,
KF75098,Arizona,M,Bachelor,512973.90%,86148.0,65.0,1/2/00,Personal Auto,Four-Door Car,312.0,
IS50283,California,F,Bachelor,569717.52%,27048.0,72.0,1/0/00,Corporate Auto,Four-Door Car,345.6,
MY64920,Oregon,F,College,921713.06%,73259.0,115.0,1/0/00,Personal Auto,SUV,673.34265,
KN34250,Oregon,F,College,1020892.76%,35482.0,129.0,1/0/00,Corporate Auto,SUV,619.2,
GN46207,Oregon,F,Master,417068.73%,29462.0,107.0,1/1/00,Personal Auto,SUV,513.6,
KL57176,Oregon,F,College,450540.58%,67801.0,115.0,1/1/00,Personal Auto,SUV,23.810491,
MN94234,California,M,High School or Below,310756.86%,0.0,94.0,1/4/00,Personal Auto,Two-Door Car,451.2,
JY90595,Arizona,M,High School or Below,552866.50%,16042.0,73.0,1/0/00,Personal Auto,Two-Door Car,350.4,
HK26543,California,M,High School or Below,504586.67%,28056.0,64.0,1/1/00,Personal Auto,Four-Door Car,307.2,
PN86062,California,M,High School or Below,296272.25%,16495.0,85.0,1/3/00,Corporate Auto,Four-Door Car,408.0,
VW27730,California,F,Master,866595.64%,41163.0,108.0,1/0/00,Corporate Auto,SUV,231.922173,
SH55671,Arizona,F,College,1141344.12%,0.0,161.0,1/1/00,Personal Auto,Sports Car,772.8,
MO56878,California,M,Bachelor,1548843.20%,33799.0,109.0,1/3/00,Corporate Auto,SUV,664.980242,
VO38365,Washington,F,College,886114.95%,90125.0,110.0,1/0/00,Corporate Auto,SUV,128.645946,
SV35618,Oregon,F,Bachelor,593474.15%,87747.0,147.0,1/1/00,Personal Auto,SUV,46.492039,
RX12347,Nevada,M,College,354323.21%,35695.0,90.0,1/0/00,Personal Auto,Four-Door Car,432.0,
FR55658,California,M,Master,349002.83%,90985.0,87.0,1/0/00,Personal Auto,Four-Door Car,78.085149,
XS12556,California,F,College,368309.99%,0.0,101.0,1/0/00,Corporate Auto,Sports Car,564.466556,
ZU73588,California,M,College,598977.39%,66839.0,154.0,1/0/00,Personal Auto,Sports Car,739.2,
WT43034,California,F,High School or Below,1250084.30%,0.0,165.0,1/0/00,Personal Auto,SUV,792.0,
VM13430,Oregon,F,Bachelor,860915.82%,79090.0,107.0,1/0/00,Corporate Auto,SUV,289.040734,
TC78849,Oregon,M,Bachelor,249745.51%,24825.0,64.0,1/0/00,Personal Auto,Two-Door Car,155.938593,
VC34764,California,M,College,701917.72%,26806.0,63.0,1/0/00,Personal Auto,Four-Door Car,302.4,
WO90953,Oregon,F,College,538792.63%,56835.0,67.0,1/0/00,Personal Auto,Two-Door Car,326.549425,
IU47468,Oregon,F,Bachelor,616555.75%,0.0,88.0,1/0/00,Special Auto,Two-Door Car,653.65668,
KO46064,California,M,Bachelor,273020.29%,46135.0,69.0,1/0/00,Personal Auto,Four-Door Car,103.935601,
RB34917,Arizona,F,Bachelor,516211.69%,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,809.532341,
BI38192,Oregon,F,High School or Below,793706.48%,22862.0,67.0,1/0/00,Personal Auto,Two-Door Car,321.6,
PU18983,Oregon,F,High School or Below,860815.72%,21450.0,110.0,1/2/00,Personal Auto,Sports Car,528.0,
SW79912,Oregon,M,Bachelor,263254.58%,95854.0,65.0,1/0/00,Personal Auto,Two-Door Car,312.0,
ES39217,Oregon,F,Bachelor,778500.42%,44897.0,99.0,1/1/00,Personal Auto,Four-Door Car,580.72531,
KP72427,Washington,M,High School or Below,2163983.86%,64455.0,108.0,1/0/00,Personal Auto,SUV,133.735395,
UA19178,Oregon,F,Master,498082.50%,53265.0,62.0,1/0/00,Personal Auto,Four-Door Car,238.005074,
